0,5.435726551
4,6.354320136
3,5.456559531
2,6.610189348
9,5.938832487
1,6.290683282
5,5.106257715
8,5.958579882
33,4.931330472
6,7.009497626
7,4.845285419
23,13.08783784
153,2.666666667
14,5.647752809
45,5.936842105
13,5.665673421
26,10
22,5.047217538
19,6.080194411
25,8.461176471
10,5.900658895
12,4.765825101
16,5.042304887
11,5.504830918
17,6.86746988
15,4.664661654
70,2.52
30,5.332116788
165,2.916666667
115,5.923076923
24,9.89375
62,2.918918919
20,5.693140794
29,6.056939502
39,6.440944882
28,3.668656716
58,3.365384615
109,1.571428571
189,2
18,5.510909091
32,3.004032258
310,1
47,2.790697674
53,7.777777778
72,3
75,2.12
34,6.5
210,0.75
55,4.466666667
77,3.476190476
38,6.633333333
21,2.744817073
198,1
116,1
36,4.149700599
119,13.91666667
191,1.222222222
107,1.75
67,16.76
89,4.833333333
455,1
54,4.016949153
256,1.25
49,13.9382716
43,4.581818182
42,6.201923077
104,10.4
167,11.42857143
31,3.85786802
64,6.956521739
608,1
197,1.25
48,14.72043011
68,5.115384615
52,7.189873418
121,20.91666667
65,5.081081081
46,6.850574713
41,4.010526316
76,3.631578947
50,4.957746479
102,4.85
80,5.142857143
27,3.951149425
124,2.875
51,6.328947368
250,1
44,10.41975309
133,4.3
86,6.44
57,7.022222222
108,37.16666667
223,1.5
117,2.3
40,14.17164179
126,1.615384615
74,21.25
35,3.530612245
212,1
37,4.234848485
215,1.25
201,3
111,1.928571429
95,2.894736842
101,53.84210526
92,3.136363636
79,2.75
225,1
2479,2
154,4
61,5.583333333
139,2.555555556
123,1.818181818
56,5.260869565
97,3.45
66,5.222222222
87,56.75
234,1.2
60,4.98
159,2.777777778
181,41
227,1
400,1
140,8
114,10.45454545
69,2.365853659
138,3
205,1.285714286
142,5
316,3
100,2.8125
157,1.6
241,6.8
96,16.2
59,2.914285714
90,3.142857143
84,5.4375
85,6.214285714
94,14.05882353
171,1.8
128,15.45454545
122,4.375
82,3.230769231
91,9.333333333
112,3.25
190,3.222222222
71,4.285714286
151,1.411764706
177,0.888888889
282,1.5
146,2.272727273
147,13.16666667
175,5.166666667
208,1.2
78,1.736842105
188,1
73,2.827586207
99,2.5
110,1.25
63,5.27027027
176,2.6
216,1.5
269,11
149,4.727272727
93,1.333333333
160,6
229,2.5
164,1
105,1.444444444
209,1.5
173,1.285714286
270,1
180,16.28571429
174,2
344,0
301,1
143,10.875
129,2.272727273
300,3
200,2.666666667
134,5
103,2.571428571
137,1.9
150,2.428571429
224,1.555555556
231,0.166666667
252,1
268,1
272,1.5
240,2
81,2.8125
271,2
217,1
98,5.7
397,9
238,48.5
1485,0
132,1.75
371,1
136,6.833333333
297,2.5
410,1
936,0
120,3.928571429
211,8.666666667
158,2.2
275,0.666666667
88,3.684210526
266,1
248,122.25
243,2.333333333
178,1
202,1
83,2.5
127,0.818181818
235,2.5
206,16.33333333
162,8.444444444
232,2
354,1
106,3.6875
219,3.666666667
204,1.6
184,0.875
356,5
203,1.363636364
144,1.25
279,4.5
304,1
186,2.2
207,3
322,1.666666667
218,2.166666667
155,1.5
453,27
214,1
195,2
260,95.75
135,1.111111111
166,1.142857143
245,1.333333333
262,1
148,1.166666667
185,1.666666667
169,9
192,1
193,1.571428571
130,1.166666667
131,1.411764706
187,1.333333333
237,3
480,2
280,1
145,2.571428571
156,1.2
213,1
244,1.333333333
163,1.2
172,2.375
199,1.6
242,3.8
333,1.5
341,1
284,1
290,1
118,3.142857143
403,1
152,1.111111111
258,872.5
222,1
295,1
113,2.076923077
321,97
249,2.333333333
314,1
303,1
196,1.5
578,1
1001,33
363,1
637,1
251,23.75
330,1
489,1
586,1
351,4
349,1
182,1
734,1
497,1
365,1
451,1
170,1.6
125,0.875
291,1
230,1
560,8
557,1
287,59
141,2.545454545
247,3.5
348,133
233,5.75
261,1
194,2
168,2.333333333
446,1
331,2
345,1
370,1
313,1
221,0.5
429,1
362,1
286,1
327,3
228,2.333333333
342,1
364,1
273,1
253,72
626,1
622,1
477,1
467,1
375,103
892,-2
504,2
226,0.75
183,1
520,-1
161,1
255,2
277,2
416,-3
305,1
1208,3
239,0
179,1
516,1
292,2
307,1
529,1
267,-1
693,7
771,4
851,4
259,1.5
361,1
415,1
525,3
298,2
347,1
274,1.333333333
500,1
276,1
220,1
236,1
254,1
589,2
293,1
598,2
263,1.5
438,1
460,-1
377,2
323,1
424,18
257,-9
425,1
418,1
396,2
762,1
834,-26
390,1
1257,2
246,1
669,2
