datetime,date,hour,total emojis,average emojis,total score,average scores,average body length
2013-02-26T09,2013-02-26,09,7360,1.2749003984063745,31057,5.379698596916681,161.2049194526243
2013-02-28T17,2013-02-28,17,4954,1.27680412371134,14545,3.7487113402061856,154.30850515463916
2013-02-16T03,2013-02-16,03,5557,1.500269978401728,39178,10.57721382289417,174.89470842332614
2013-02-09T06,2013-02-09,06,8589,1.5345720921922459,28307,5.057530820082187,169.74343398249061
2013-02-10T17,2013-02-10,17,3809,1.0375919368019613,21190,5.772269136475075,154.10160719150096
2013-02-24T10,2013-02-24,10,5558,1.3245948522402289,23143,5.5154909437559585,152.5903241182078
2013-02-12T10,2013-02-12,10,7827,1.55328438182179,21171,4.201428854931534,160.0984322286168
2013-02-16T21,2013-02-16,21,2563,1.6751633986928105,6965,4.552287581699346,163.08692810457515
2013-02-15T09,2013-02-15,09,7950,1.4954853273137698,26257,4.939240030097818,158.84424379232505
2013-02-19T02,2013-02-19,02,9358,2.384203821656051,32964,8.398471337579618,191.31923566878982
2013-02-16T12,2013-02-16,12,5408,1.3629032258064515,19783,4.985635080645161,150.77444556451613
2013-02-13T18,2013-02-13,18,4834,1.5158356851677641,15013,4.7077453747256195,160.14894951395422
2013-02-13T03,2013-02-13,03,7031,1.4000398247710075,26142,5.2054958183990445,183.33990442054957
2013-02-04T01,2013-02-04,01,3202,1.2787539936102237,16188,6.464856230031949,153.55111821086263
2013-02-14T04,2013-02-14,04,9408,1.6872309899569584,39548,7.092539454806313,181.32119799139167
2013-02-10T08,2013-02-10,08,6316,1.3954927087936368,30741,6.792090145824127,157.01259390190015
2013-02-07T05,2013-02-07,05,9046,1.5160046924752808,42803,7.173286408580526,174.0807776101894
2013-02-12T05,2013-02-12,05,10042,1.5279975654290932,54126,8.235849056603774,178.64455264759587
2013-02-28T07,2013-02-28,07,9436,1.5129068462401796,38947,6.244508577841911,169.74795574795576
2013-02-27T08,2013-02-27,08,9222,1.452512206646716,43972,6.925815088990392,163.22286974326664
2013-03-01T02,2013-03-01,02,6984,1.508749189889825,40846,8.823936055303522,174.8405703175632
2013-02-10T04,2013-02-10,04,5315,1.2209970135538708,25436,5.843326441534574,155.66092350103378
2013-02-21T10,2013-02-21,10,6997,1.2838532110091743,29953,5.495963302752293,161.9823853211009
2013-02-05T22,2013-02-05,22,3400,1.8732782369146006,8267,4.554820936639119,168.57134986225896
2013-02-04T23,2013-02-04,23,2453,1.2930943595150237,12284,6.475487612018977,157.63626779124934
2013-02-10T03,2013-02-10,03,6500,1.6666666666666667,33977,8.712051282051283,153.9697435897436
2013-02-14T02,2013-02-14,02,6828,1.471551724137931,29888,6.441379310344828,177.61508620689656
2013-03-01T03,2013-03-01,03,8164,1.5143758115377481,37053,6.873121869782971,174.80207753663512
2013-02-21T00,2013-02-21,00,3949,1.4534412955465588,12149,4.471475892528524,168.57894736842104
2013-02-24T20,2013-02-24,20,3906,2.0450261780104713,7880,4.12565445026178,163.26125654450263
2013-02-11T11,2013-02-11,11,6393,1.2938676381299332,30673,6.207852661404574,150.90588949605342
2013-02-09T20,2013-02-09,20,3370,1.9039548022598871,12333,6.967796610169492,182.91751412429377
2013-02-18T14,2013-02-18,14,6043,1.2042646472698286,26320,5.2451175767237945,150.43144679155043
2013-02-12T00,2013-02-12,00,3874,1.4986460348162476,17539,6.784912959381044,169.4889748549323
2013-02-23T20,2013-02-23,20,2581,1.5005813953488372,6786,3.9453488372093024,160.4924418604651
2013-02-05T23,2013-02-05,23,2857,1.330074487895717,13538,6.302607076350093,170.66527001862198
2013-02-08T05,2013-02-08,05,8835,1.5884573894282632,31021,5.577310320028767,176.76788924847176
2013-02-24T12,2013-02-24,12,6215,1.449731747142524,20380,4.753907161184978,153.79029624446
2013-02-12T19,2013-02-12,19,4223,1.8457167832167831,8290,3.6232517482517483,178.4763986013986
2013-02-25T21,2013-02-25,21,2964,1.7780443911217756,7174,4.303539292141572,160.65746850629873
2013-02-13T10,2013-02-13,10,8623,1.5723924142961343,24876,4.536105032822757,161.48778264040845
2013-02-18T20,2013-02-18,20,2278,1.1510864072764022,14754,7.455280444669024,162.64830722587166
2013-02-27T12,2013-02-27,12,7927,1.4778150633855331,26149,4.8749067859806114,160.04921700223713
2013-02-24T08,2013-02-24,08,6317,1.4718080149114632,25718,5.992078285181734,156.63350419384903
2013-02-15T03,2013-02-15,03,8128,1.602839676592388,35295,6.960165647801222,180.63044764346282
2013-02-10T10,2013-02-10,10,6976,1.6011016754647693,24797,5.691301354142759,159.33509295386733
2013-02-13T11,2013-02-13,11,8194,1.481735985533454,33705,6.094936708860759,159.32169981916817
2013-02-19T00,2013-02-19,00,2590,1.0969927996611606,10627,4.501058873358747,161.6814908936891
2013-02-16T11,2013-02-16,11,8075,1.8653268653268653,24425,5.642180642180642,157.23261723261723
2013-02-24T13,2013-02-24,13,6443,1.5110225140712945,26937,6.3173076923076925,160.5762195121951
2013-02-03T19,2013-02-03,19,2402,1.0304590304590304,8451,3.6254826254826256,155.73916773916773
2013-02-24T18,2013-02-24,18,4800,1.554907677356657,15748,5.101392938127632,155.53579527048916
2013-02-25T15,2013-02-25,15,6628,1.263198017914999,26181,4.9897084048027445,144.08404802744425
2013-02-11T10,2013-02-11,10,5624,1.1619834710743802,30120,6.223140495867769,160.19380165289257
2013-02-19T16,2013-02-19,16,5709,1.183457711442786,19113,3.9620646766169156,158.1898839137645
2013-02-04T15,2013-02-04,15,6635,1.2602089268755936,26782,5.086799620132953,143.62621082621084
2013-02-21T14,2013-02-21,14,12540,2.238486254908961,23812,4.250624776865405,157.12245626561943
2013-02-04T21,2013-02-04,21,1534,0.9871299871299871,12055,7.757400257400257,166.45109395109395
2013-02-09T01,2013-02-09,01,5324,1.4686896551724138,28973,7.992551724137931,166.2231724137931
2013-02-06T08,2013-02-06,08,8457,1.3859390363815143,40244,6.5952146837102585,170.72402490986562
2013-02-12T11,2013-02-12,11,7013,1.4480693784844105,19511,4.028701218253149,156.22837084451785
2013-02-17T23,2013-02-17,23,2563,1.7305874409182984,7490,5.057393652937205,160.63133018230926
2013-02-22T15,2013-02-22,15,7665,1.4324425341057747,34564,6.459353391889366,159.83367594842085
2013-02-22T17,2013-02-22,17,5879,1.5577636459989401,19007,5.036301006889242,169.08823529411765
2013-02-04T06,2013-02-04,06,7675,1.4700248994445508,28954,5.5456809040413715,161.24688756943115
2013-02-28T22,2013-02-28,22,2515,1.433048433048433,8611,4.906552706552707,169.7988603988604
2013-02-16T14,2013-02-16,14,5443,1.349615670716588,16233,4.025043392015869,152.57922142325813
2013-02-04T09,2013-02-04,09,6999,1.5012870012870012,25939,5.563921063921064,157.9026169026169
2013-02-26T13,2013-02-26,13,7606,1.3294878517741653,28893,5.050340849501835,156.42545009613704
2013-02-22T00,2013-02-22,00,4555,1.5082781456953642,22898,7.582119205298013,164.5794701986755
2013-02-25T16,2013-02-25,16,5980,1.2910189982728844,21148,4.565630397236615,161.34434369602764
2013-03-01T07,2013-03-01,07,7446,1.2516389309127585,32995,5.546310304252816,165.10119347789544
2013-02-14T15,2013-02-14,15,6929,1.4123522217692621,22449,4.575825519771708,149.07501019160213
2013-02-07T19,2013-02-07,19,3127,1.468075117370892,8828,4.1446009389671365,171.85399061032865
2013-02-03T17,2013-02-03,17,4458,1.242821299135768,16507,4.601895734597156,148.06830220239755
2013-02-05T07,2013-02-05,07,8672,1.442928452579035,37354,6.2153078202995005,168.04559068219635
2013-02-22T12,2013-02-22,12,8395,1.5386730205278591,28992,5.313782991202346,159.4050586510264
2013-02-11T20,2013-02-11,20,2801,1.4687991609858417,5777,3.0293654955427374,168.82433141059255
2013-02-03T00,2013-02-03,00,2478,1.4233199310740954,9548,5.484204480183802,167.09707064905226
2013-02-24T19,2013-02-24,19,3802,1.589464882943144,12769,5.338210702341137,166.23954849498327
2013-02-03T11,2013-02-03,11,5125,1.2104393008974965,20904,4.9371752479924425,153.4270193670288
2013-02-28T00,2013-02-28,00,4111,1.4965416818347288,18944,6.896250455041864,162.6363305424099
2013-02-10T09,2013-02-10,09,6555,1.4979433272394882,25623,5.855347349177331,160.3606032906764
2013-02-11T06,2013-02-11,06,6672,1.349241658240647,26915,5.442871587462083,160.4964610717897
2013-02-27T13,2013-02-27,13,6729,1.2319663127059686,27060,4.95422922006591,145.30959355547418
2013-02-21T15,2013-02-21,15,7650,1.4256429370108088,25097,4.677040626164741,153.51397689153933
2013-02-21T01,2013-02-21,01,6500,1.7901404571743322,21498,5.920683007435968,172.3147893142385
2013-02-03T06,2013-02-03,06,5706,1.272808387240687,27082,6.041043943787642,160.26567031006022
2013-02-05T05,2013-02-05,05,8582,1.581643936601548,32604,6.008846295613711,177.48249170659787
2013-02-07T07,2013-02-07,07,7934,1.2581668252457976,30713,4.870440849984142,166.92879797018713
2013-02-06T07,2013-02-06,07,8719,1.5583556747095622,28475,5.0893655049151025,172.8420017873101
2013-02-17T01,2013-02-17,01,3571,1.5580279232111693,12231,5.3363874345549736,156.10122164048866
2013-02-02T07,2013-02-02,07,9643,1.5684775536759923,39647,6.4487638256343525,170.28985035783995
2013-02-21T02,2013-02-21,02,6555,1.4457432730480813,31045,6.847154830172034,175.99647110719013
2013-02-26T19,2013-02-26,19,3471,1.5143979057591623,10325,4.5047993019197206,164.77399650959862
2013-02-01T16,2013-02-01,16,8315,1.9708461720786916,26593,6.303152405783361,158.52382081061862
2013-02-14T08,2013-02-14,08,9263,1.4911461687057308,33383,5.373953638119768,174.99259497746297
2013-02-18T04,2013-02-18,04,6368,1.5684729064039409,27745,6.833743842364532,171.62733990147782
2013-02-27T02,2013-02-27,02,8102,1.7042490534286916,28624,6.02103491796382,181.50357593605386
2013-02-09T03,2013-02-09,03,7403,1.390495867768595,27844,5.229902329075883,167.98610067618333
2013-02-08T06,2013-02-08,06,9182,1.5277870216306157,50032,8.324792013311148,172.52113144758735
2013-02-10T18,2013-02-10,18,4086,1.334857889578569,13553,4.427638026788631,157.32571055210715
2013-02-27T22,2013-02-27,22,2629,1.5537825059101655,5635,3.3303782505910164,178.7062647754137
2013-02-02T06,2013-02-02,06,7975,1.3505503810330228,30774,5.21151566469094,169.44064352243862
2013-02-03T13,2013-02-03,13,6198,1.5243482538121003,19061,4.687899655681259,158.7085587801279
2013-02-14T23,2013-02-14,23,3353,1.522015433499773,11206,5.0866999546073535,162.54925102133456
2013-02-10T02,2013-02-10,02,4283,1.3451633165829147,27092,8.508793969849247,144.72079145728642
2013-02-07T04,2013-02-07,04,7973,1.4298780487804879,31087,5.575143472022956,177.8945480631277
2013-02-17T04,2013-02-17,04,6575,1.5744731800766283,31139,7.456657088122605,165.46168582375478
2013-02-27T10,2013-02-27,10,11004,1.9325605900948366,37822,6.642430628731999,167.8314014752371
2013-02-11T00,2013-02-11,00,2420,1.337755666113875,14025,7.752902155887231,162.54505251520177
2013-02-25T10,2013-02-25,10,6723,1.4267826825127334,22321,4.737054329371817,158.865662139219
2013-02-21T08,2013-02-21,08,7553,1.2106106747876262,33207,5.322487578137522,158.5951274242667
2013-02-23T10,2013-02-23,10,7521,1.5255578093306288,18250,3.7018255578093306,162.30669371196754
2013-02-26T03,2013-02-26,03,7123,1.5308403180743606,30604,6.5772619815173,172.8534278959811
2013-02-04T17,2013-02-04,17,5079,1.3551227321237993,15481,4.130469583778015,150.87540021344716
2013-02-18T10,2013-02-18,10,7061,1.5339995655007603,23818,5.174451444709971,162.72409298283728
2013-02-16T07,2013-02-16,07,7624,1.4650269023827824,29285,5.627401998462721,169.41890853189855
2013-02-26T21,2013-02-26,21,2902,1.7924644842495367,6739,4.162445954292774,183.01791229153798
2013-02-11T04,2013-02-11,04,5632,1.2098818474758324,47629,10.231793770139635,154.04103114930183
2013-02-22T14,2013-02-22,14,7190,1.3170910423154425,28260,5.176772302619527,154.6739329547536
2013-02-06T23,2013-02-06,23,3420,1.678939617083947,11703,5.745213549337261,187.03780068728523
2013-02-22T19,2013-02-22,19,3661,1.4597288676236044,9456,3.770334928229665,168.01315789473685
2013-02-23T14,2013-02-23,14,5966,1.4379368522535552,18773,4.52470474813208,153.84405880935165
2013-02-18T15,2013-02-18,15,5899,1.21854988638711,21541,4.449700475108449,150.94257384837843
2013-02-13T05,2013-02-13,05,8210,1.535727646838758,28856,5.39768050879162,180.5400299289188
2013-02-21T05,2013-02-21,05,8518,1.515388720868173,28704,5.106564668208504,176.4954634406689
2013-02-27T00,2013-02-27,00,5384,1.856551724137931,18097,6.240344827586207,162.94241379310344
2013-02-12T16,2013-02-12,16,7640,1.7470843814315116,21629,4.946032471987194,161.39789618111138
2013-02-07T21,2013-02-07,21,2275,1.4782326185834957,6711,4.360623781676413,181.99675113710202
2013-02-05T20,2013-02-05,20,2609,1.3393223819301847,6763,3.4717659137577,176.38501026694044
2013-02-25T22,2013-02-25,22,2357,1.4823899371069182,9191,5.780503144654088,163.1056603773585
2013-02-21T22,2013-02-21,22,3178,1.752895752895753,7498,4.135686707115279,168.13789299503586
2013-02-03T22,2013-02-03,22,2328,1.5058214747736094,5441,3.519404915912031,171.6914618369987
2013-02-11T03,2013-02-11,03,5933,1.4910781603417944,40046,10.064337773309877,164.5084192008042
2013-02-08T10,2013-02-08,10,7524,1.3990330978058758,30610,5.6917069542580885,164.4531424321309
2013-02-23T09,2013-02-23,09,9760,1.899202179412337,19960,3.8840241292080173,164.60245183887915
2013-02-02T05,2013-02-02,05,4983,1.338077336197637,21921,5.886412459720731,175.51638023630505
2013-02-08T14,2013-02-08,14,6600,1.2850467289719627,21615,4.208528037383178,148.3023753894081
2013-02-08T12,2013-02-08,12,6428,1.2761564423267817,26065,5.174707166964463,152.3218185427834
2013-02-06T17,2013-02-06,17,4933,1.4074179743223967,14733,4.203423680456491,168.83566333808844
2013-03-01T01,2013-03-01,01,5273,1.4132940230501205,26417,7.080407397480569,174.06084159742696
2013-02-22T18,2013-02-22,18,5111,1.632385819227084,11662,3.7246885978920474,170.73267326732673
2013-02-15T00,2013-02-15,00,3950,1.4967790829859795,14509,5.497915877226222,166.49336870026525
2013-02-10T12,2013-02-10,12,5828,1.3813699928893102,19218,4.55510784546101,149.71794264043612
2013-02-17T02,2013-02-17,02,3850,1.2718863561281797,18889,6.240171787248101,161.78427485959696
2013-02-20T19,2013-02-20,19,3590,1.5899025686448185,8916,3.9486271036315324,162.19220549158547
2013-02-12T06,2013-02-12,06,8352,1.3627019089574155,61980,10.112579539892316,165.8291727851199
2013-02-12T09,2013-02-12,09,7329,1.396532012195122,23172,4.415396341463414,158.976181402439
2013-02-13T23,2013-02-13,23,3012,1.405506299580028,7443,3.473168455436304,180.17778814745682
2013-02-21T03,2013-02-21,03,6433,1.2576735092864124,32483,6.350537634408602,171.7843597262952
2013-02-22T04,2013-02-22,04,8805,1.5241474813917257,41614,7.2033927644105935,172.445733079453
2013-02-04T02,2013-02-04,02,3927,1.1957978075517661,19342,5.889768574908648,148.18331303288673
2013-02-08T21,2013-02-08,21,2571,1.611912225705329,6390,4.006269592476489,177.76238244514107
2013-02-04T08,2013-02-04,08,7333,1.4922669922669922,26350,5.362230362230362,159.82193732193733
2013-02-11T08,2013-02-11,08,6650,1.3021343254356765,32756,6.413941648717446,156.5376933620521
2013-02-07T22,2013-02-07,22,2950,1.8449030644152595,8769,5.4840525328330205,157.25015634771734
2013-02-19T06,2013-02-19,06,10660,1.9266220856678113,36226,6.547261883245978,175.7337791433219
2013-02-27T05,2013-02-27,05,8563,1.5781422779211205,33481,6.170475488389237,176.4423147806856
2013-02-08T16,2013-02-08,16,6068,1.41610268378063,17695,4.129521586931155,154.33325554259042
2013-02-22T02,2013-02-22,02,6959,1.5118401042798175,28443,6.179230936345862,165.0923310884206
2013-02-09T07,2013-02-09,07,7646,1.3573584235753595,29068,5.1603053435114505,163.26717557251908
2013-02-25T19,2013-02-25,19,3175,1.3655913978494623,8472,3.6438709677419356,173.1815053763441
2013-02-02T00,2013-02-02,00,10405,3.8897196261682243,12748,4.765607476635514,169.6011214953271
2013-02-12T01,2013-02-12,01,5173,1.4633663366336633,26786,7.577369165487977,163.62319660537483
2013-02-18T07,2013-02-18,07,7396,1.6627697841726619,34213,7.691771582733813,172.9793165467626
2013-02-26T00,2013-02-26,00,5155,2.0003880481179666,20379,7.90803259604191,166.53550640279394
2013-02-07T13,2013-02-07,13,7682,1.4513508407330435,31233,5.9008123937275645,151.8108822973739
2013-02-04T10,2013-02-04,10,6199,1.4031235853327297,20563,4.654368492530557,145.60615663196018
2013-02-07T16,2013-02-07,16,6857,1.5496045197740114,20600,4.655367231638418,161.6729943502825
2013-02-25T06,2013-02-25,06,7539,1.5502776064157928,34385,7.070738227431627,163.1254369730619
2013-02-09T22,2013-02-09,22,1655,1.1099932930918845,8676,5.818913480885312,149.73306505700873
2013-02-17T21,2013-02-17,21,2232,1.631578947368421,4993,3.6498538011695905,175.06944444444446
2013-02-07T17,2013-02-07,17,4676,1.3179255918827508,13954,3.9329199549041713,168.3869785794814
2013-02-25T12,2013-02-25,12,6520,1.3185035389282103,25811,5.219615773508594,144.8
2013-02-10T19,2013-02-10,19,4045,1.5975513428120063,12753,5.036729857819905,161.1931279620853
2013-02-08T00,2013-02-08,00,4427,1.6287711552612214,19940,7.336276674025019,170.21523178807948
2013-02-23T12,2013-02-23,12,6031,1.345904931934836,17844,3.982146842222718,147.16380272260656
2013-02-05T13,2013-02-05,13,6725,1.2104031677465803,29227,5.260439164866811,152.76151907847373
2013-02-07T09,2013-02-07,09,9953,1.6638248077566031,31190,5.213975259110665,165.80625208960214
2013-02-04T05,2013-02-04,05,7059,1.3561959654178675,39581,7.604418828049952,154.65456292026897
2013-02-06T20,2013-02-06,20,2073,1.1484764542936288,5030,2.7867036011080333,182.82936288088644
2013-02-22T23,2013-02-22,23,3208,1.4695373339441136,9977,4.570316078790655,160.31012368300503
2013-02-02T11,2013-02-02,11,5720,1.200671704450042,22850,4.796389588581024,156.67023509655752
2013-02-16T02,2013-02-16,02,5354,1.6560470151562017,27433,8.485307763686977,183.88029693782863
2013-02-17T19,2013-02-17,19,3188,1.4347434743474348,8467,3.8105310531053105,157.56570657065706
2013-02-04T19,2013-02-04,19,3081,1.3228853585229712,8966,3.8497209102619148,159.42035208243882
2013-02-23T22,2013-02-23,22,2162,1.6002960769800147,5404,4.0,155.87120651369355
2013-02-14T19,2013-02-14,19,3499,1.5761261261261261,14288,6.436036036036036,163.7027027027027
2013-02-18T08,2013-02-18,08,7436,1.5970790378006874,34054,7.314003436426117,161.40463917525773
2013-02-14T18,2013-02-14,18,4142,1.4462290502793296,14112,4.927374301675978,163.14245810055866
2013-02-02T20,2013-02-02,20,1843,1.034811903425042,6821,3.8298708590679396,166.18641212801796
2013-02-01T22,2013-02-01,22,2311,1.3175598631698975,8791,5.011972633979475,161.8939566704675
2013-02-18T06,2013-02-18,06,6436,1.4479190101237345,27756,6.244319460067492,165.04319460067492
2013-02-11T15,2013-02-11,15,7265,1.392829754601227,27917,5.352185582822086,152.78757668711657
2013-02-21T04,2013-02-21,04,7686,1.4144276775855724,33864,6.231873389768126,171.90154582259845
2013-02-17T22,2013-02-17,22,2701,1.8512679917751884,6442,4.415352981494174,192.35161069225498
2013-02-24T09,2013-02-24,09,7292,1.6648401826484018,24653,5.628538812785388,161.58447488584474
2013-02-08T09,2013-02-08,09,8688,1.5371549893842889,28588,5.058032554847841,160.43949044585986
2013-02-18T21,2013-02-18,21,1973,1.137831603229527,7657,4.415801614763552,158.98731257208766
2013-02-10T20,2013-02-10,20,2843,1.425062656641604,8108,4.064160401002506,162.88521303258145
2013-02-19T07,2013-02-19,07,8711,1.5083982683982684,34717,6.011601731601732,174.64554112554111
2013-02-21T17,2013-02-21,17,5364,1.406397482957525,14909,3.909019402202412,160.01048767697955
2013-02-08T02,2013-02-08,02,7610,1.5917172139719724,30407,6.359966534197866,177.06295754026354
2013-02-10T00,2013-02-10,00,2634,1.3711608537220197,7266,3.782404997397189,146.269130661114
2013-02-06T21,2013-02-06,21,2364,1.4646840148698885,7689,4.763940520446097,182.08488228004956
2013-02-13T00,2013-02-13,00,3574,1.3237037037037036,13216,4.894814814814815,161.28925925925927
2013-02-18T23,2013-02-18,23,2333,1.2651843817787418,6942,3.7646420824295013,175.90347071583514
2013-02-25T17,2013-02-25,17,5148,1.355807216223334,21017,5.535159336318146,153.8006320779563
2013-02-15T18,2013-02-15,18,3668,1.3575129533678756,11560,4.278312361213915,149.48260547742413
2013-02-18T11,2013-02-18,11,6300,1.3677811550151975,23383,5.07663916630482,162.20712114633088
2013-02-22T07,2013-02-22,07,9084,1.4821341164953499,34411,5.614455865557187,167.8432044379181
2013-02-13T12,2013-02-13,12,8726,1.5403353927625771,28087,4.957987643424537,156.03212709620476
2013-02-28T08,2013-02-28,08,8208,1.369140950792327,29427,4.908590492076731,175.07589658048374
2013-02-07T12,2013-02-07,12,6373,1.2099867097019177,22659,4.302069489272831,152.44883235238277
2013-02-24T05,2013-02-24,05,5417,1.2698077824660103,26912,6.308485700890764,156.38279418659167
2013-02-27T19,2013-02-27,19,3163,1.4045293072824157,11355,5.042184724689165,174.65719360568383
2013-02-12T20,2013-02-12,20,3702,2.0681564245810056,8118,4.535195530726257,193.05754189944133
2013-02-12T08,2013-02-12,08,8206,1.3660729149325788,36941,6.14965873147994,167.90527717662727
2013-02-26T02,2013-02-26,02,6850,1.7568607335214157,28647,7.347268530392408,175.37419851243908
2013-02-05T01,2013-02-05,01,5211,1.532196412819759,22065,6.487797706556895,175.13643046162892
2013-02-08T23,2013-02-08,23,2843,1.3767554479418886,8280,4.009685230024213,160.82857142857142
2013-02-20T06,2013-02-20,06,8442,1.3882585101134681,27837,4.5777010360138135,181.62670613385956
2013-02-23T08,2013-02-23,08,8124,1.4094378903539209,25895,4.492539902845246,159.99514226231784
2013-02-19T10,2013-02-19,10,7598,1.4650983416891632,24962,4.8133436174315465,179.17740069417664
2013-02-04T03,2013-02-04,03,5521,1.311090002374733,37829,8.983376870102113,152.70078366183805
2013-02-18T13,2013-02-18,13,6328,1.2560539896784437,34472,6.842397776895593,142.98332671695118
2013-02-26T22,2013-02-26,22,2748,1.6347412254610352,6436,3.8286734086853063,167.56335514574658
2013-02-03T08,2013-02-03,08,5618,1.325312573720217,32088,7.569709837225761,156.65793819297005
2013-02-15T10,2013-02-15,10,7777,1.4528301886792452,30338,5.667476181580422,154.73977209041658
2013-02-16T00,2013-02-16,00,3782,1.6336933045356372,7989,3.4509719222462203,175.39222462203023
2013-02-15T01,2013-02-15,01,6400,1.7674675504004418,22033,6.084783209058271,174.027616680475
2013-02-23T11,2013-02-23,11,7418,1.642240425060881,19264,4.264777507195041,160.94310382997566
2013-02-23T15,2013-02-23,15,5764,1.4402798600699651,19826,4.954022988505747,149.32033983008495
2013-02-06T15,2013-02-06,15,6044,1.1726814124951495,23164,4.494373302289484,155.62611563833914
2013-02-23T19,2013-02-23,19,2721,1.6293413173652695,5704,3.415568862275449,156.42395209580837
2013-02-22T08,2013-02-22,08,9379,1.522564935064935,40845,6.630681818181818,164.87694805194806
2013-02-24T23,2013-02-24,23,3101,2.029450261780105,8160,5.340314136125654,183.72251308900525
2013-02-26T14,2013-02-26,14,8222,1.4549637232348256,33125,5.861794372677402,153.40081401521854
2013-02-03T16,2013-02-03,16,5350,1.2823585810162992,23564,5.648130393096836,143.02396931927134
2013-02-04T13,2013-02-04,13,5916,1.225098364050528,28769,5.957548146614206,125.09297991302547
2013-02-11T18,2013-02-11,18,4881,1.6045364891518739,11686,3.84155161078238,156.98422090729784
2013-02-14T00,2013-02-14,00,5241,1.8357267950963223,11782,4.126795096322241,172.91173380035028
2013-02-17T15,2013-02-17,15,4771,1.2054067710965133,17046,4.3067205659423955,155.34082870136433
2013-02-10T11,2013-02-10,11,6157,1.443272386310361,21079,4.94116268166901,155.29817158931084
2013-02-17T13,2013-02-17,13,4541,1.1124448799608035,25740,6.305732484076433,149.187408133268
2013-02-10T13,2013-02-10,13,4997,1.1804866524923223,20545,4.853531774155445,150.27734467280888
2013-02-28T12,2013-02-28,12,6930,1.2515802781289507,26932,4.864005779302872,145.55806393353802
2013-02-01T15,2013-02-01,15,5918,1.259953161592506,19356,4.120928252075793,158.37981690440708
2013-02-14T06,2013-02-14,06,9184,1.5914053023739387,36964,6.405129093744585,180.07069831918213
2013-02-14T16,2013-02-14,16,6344,1.4885030502111685,15921,3.7355701548568745,159.4223369310183
2013-02-13T21,2013-02-13,21,2611,1.4877492877492877,6707,3.8216524216524217,173.48660968660968
2013-02-05T16,2013-02-05,16,5575,1.1920034209963652,20610,4.406670942912124,155.98995082317725
2013-02-06T05,2013-02-06,05,8256,1.5030038230475151,29832,5.430912069907155,179.53759330056437
2013-02-04T14,2013-02-04,14,5088,1.089507494646681,24558,5.258672376873662,125.42633832976445
2013-02-17T05,2013-02-17,05,5565,1.3011456628477904,33558,7.846153846153846,159.58989946223988
2013-02-16T10,2013-02-16,10,6530,1.4800543970988214,25329,5.740933816863101,167.59020852221215
2013-02-19T18,2013-02-19,18,3698,1.2629781420765027,11804,4.031420765027322,169.85211748633878
2013-02-24T06,2013-02-24,06,6788,1.5437798498976576,25080,5.703889015237662,166.58107800773254
2013-02-22T06,2013-02-22,06,9269,1.5917911729349132,33726,5.791859866048429,166.24849733814185
2013-02-28T11,2013-02-28,11,6910,1.2538559245146073,31890,5.786608600979858,158.54817637452368
2013-02-26T16,2013-02-26,16,6141,1.2844593181342816,22657,4.73896674335913,155.45074252248483
2013-02-13T15,2013-02-13,15,9415,1.618531889290012,29321,5.040570740931752,159.26663228468283
2013-02-19T22,2013-02-19,22,2688,1.5421686746987953,8013,4.597246127366609,186.83304647160068
2013-02-19T05,2013-02-19,05,8345,1.4573873559203632,47640,8.319944114565141,183.9109325881942
2013-02-15T16,2013-02-15,16,6410,1.4772989168011061,17876,4.11984328186218,150.52224014749942
2013-02-18T05,2013-02-18,05,6538,1.4967948717948718,24230,5.547161172161172,159.91002747252747
2013-02-25T08,2013-02-25,08,7362,1.4747596153846154,28388,5.686698717948718,155.71915064102564
2013-02-23T01,2013-02-23,01,5805,1.5152701644479247,18504,4.830070477682067,169.1868963717045
2013-02-22T10,2013-02-22,10,7668,1.362231302185113,28912,5.1362586605080836,157.15704387990763
2013-02-25T02,2013-02-25,02,5763,1.7363663754142815,30286,9.125037661946369,164.58632118107863
2013-02-06T18,2013-02-06,18,3454,1.2144866385372715,9383,3.299226441631505,165.34353023909986
2013-02-10T15,2013-02-10,15,4653,1.0932800751879699,22560,5.3007518796992485,141.8016917293233
2013-02-28T09,2013-02-28,09,9395,1.5886033141697666,31025,5.246026378085898,165.47514372675008
2013-02-21T16,2013-02-21,16,7453,1.561491724282422,23920,5.011523151058035,163.42028074586213
2013-02-06T14,2013-02-06,14,7159,1.3047202478585749,22189,4.043921997448515,152.2039365773647
2013-02-03T02,2013-02-03,02,4407,1.3370752427184467,25557,7.753944174757281,156.2141990291262
2013-02-27T21,2013-02-27,21,2894,1.6845168800931316,10442,6.077997671711292,178.48777648428404
2013-02-11T19,2013-02-11,19,2850,1.1835548172757475,9015,3.7437707641196014,156.96760797342193
2013-02-05T18,2013-02-05,18,4967,1.6253272251308901,13872,4.539267015706806,171.24541884816753
2013-02-20T04,2013-02-20,04,8678,1.5577095674026207,36662,6.580865194758571,178.28845808651948
2013-02-02T14,2013-02-02,14,6002,1.4606960330980774,18246,4.440496471160866,157.21830128985155
2013-02-21T19,2013-02-21,19,3851,1.6527896995708153,8276,3.551931330472103,189.36437768240344
2013-02-09T18,2013-02-09,18,3066,1.1363973313565605,16123,5.975908080059304,151.29132690882136
2013-02-24T07,2013-02-24,07,6278,1.457288765088208,26203,6.082404828226555,164.0037140204271
